timepoint,link_key,tt_sd,s,period,traveltime,counts
1,"(0, 1, '0')",0.6632874804228996,0.6089958621886069,0,5.853572929018767,5153.922892536279
1,"(0, 2, '0')",0.21822526486296512,0.823825425690536,0,3.854737842196257,5819.684611286279
1,"(1, 0, '0')",0.1871725370949876,0.18289481698760135,0,5.853704536074431,5241.640665973779
1,"(1, 5, '0')",0.7297792387589718,0.7868995056208983,0,8.645683372134,6903.427287067529
1,"(2, 0, '0')",0.8633132629760015,0.3113874789738148,0,3.85456188928488,5731.982462848779
1,"(2, 3, '0')",0.39172036421755163,0.7715140753500648,0,3.929109180086882,9729.407267536279
1,"(2, 11, '0')",0.11004811349712262,0.9149494646556006,0,3.858241164797575,7092.184611286279
1,"(3, 2, '0')",0.9127915035794474,0.22627172929216355,0,3.939881885165007,10068.276408161279
1,"(3, 4, '0')",0.3570059887962751,0.9911599141695914,0,1.9021378399074385,10866.764689411279
1,"(3, 10, '0')",0.41296217981812544,0.3114666072281085,0,13.47737225305441,7842.559611286279
1,"(4, 3, '0')",0.18354969377389296,0.8856389551738137,0,1.9153400303066084,11546.276408161279
1,"(4, 5, '0')",0.5859902699897871,0.6936276549544037,0,9.292098128908902,8053.714884723779
1,"(4, 8, '0')",0.8556708466479875,0.0545247259975572,0,6.154041373842985,10947.259806598779
1,"(5, 1, '0')",0.7896812152453201,0.20181883260219147,0,8.82789715539816,6991.139689411279
1,"(5, 4, '0')",0.08784242370264728,0.8591558084357476,0,8.91448506128195,7900.687540973779
1,"(5, 7, '0')",0.9329932724558334,0.6607567170158832,0,11.783438766115934,11217.772501911279
1,"(6, 7, '0')",0.4999511406074236,0.8727867882285799,0,4.756433570498259,10715.697306598779
1,"(6, 17, '0')",0.3642569891908011,0.7237448554628845,0,1.8780103565395185,12229.786173786279
1,"(7, 5, '0')",0.4836061905063387,0.09193851810441844,0,11.564420783633024,11152.451212848779
1,"(7, 6, '0')",0.5152245913332608,0.02196605110027272,0,4.829538428896696,10822.094767536279
1,"(7, 8, '0')",0.9946434676752095,0.18204899423987453,0,21.08011921655539,7820.935587848779
1,"(7, 15, '0')",0.753403443374045,0.2761351299390967,0,11.1269484401882,8049.260783161279
